date,temp,ws,wd,pm10
5/10/2012 0:00,14.9,1.8,245.5,9
5/11/2012 0:00,19.9,3.2,159.7,23
5/12/2012 0:00,20.7,3.9,112.8,19
5/13/2012 0:00,21.7,4.9,81.8,25
5/14/2012 0:00,19.7,4.6,74.7,19
5/15/2012 0:00,19,3.1,98.7,11
5/16/2012 0:00,20.9,3.4,97.1,16
5/17/2012 0:00,24.7,3.3,287.9,25
5/18/2012 0:00,25.1,5.8,251.9,46
5/19/2012 0:00,23,4.2,269.8,38
5/20/2012 0:00,23.3,3.2,99.3,42
5/21/2012 0:00,26.8,3.6,116.1,51
5/22/2012 0:00,27.1,4.3,282.1,140
5/23/2012 0:00,27.1,7.8,265.8,86
5/24/2012 0:00,25.8,7.2,249.4,53
5/25/2012 0:00,25.3,5.1,248.9,32
5/26/2012 0:00,23.9,5.6,260.4,41
5/27/2012 0:00,20.4,4.7,278.2,18
5/28/2012 0:00,20.6,2.6,262.9,22
5/29/2012 0:00,22.8,3.5,261.2,26
5/30/2012 0:00,23.9,5,267.8,29
5/31/2012 0:00,25.1,3.2,137.2,57
6/1/2012 0:00,26.9,2.6,195,41
6/2/2012 0:00,27.2,3.6,270.9,48
6/3/2012 0:00,26.5,4.3,269.1,41
6/4/2012 0:00,26.2,4.9,264.2,39
6/5/2012 0:00,25.2,3.8,288.4,27
6/6/2012 0:00,26.6,3.9,268.9,22
6/7/2012 0:00,26.7,3.5,249.6,24
6/8/2012 0:00,26.2,3.5,249.8,32
6/9/2012 0:00,27.3,5.4,263.4,45
6/10/2012 0:00,26.6,4.9,272.3,37
6/11/2012 0:00,26.7,2.3,248,31
6/12/2012 0:00,27,2.6,251.3,30
6/13/2012 0:00,26.9,2.5,251.9,31
6/14/2012 0:00,26.9,3.1,250.3,45
6/15/2012 0:00,26.7,5,244.7,215
6/16/2012 0:00,25.3,2.9,58,84
6/17/2012 0:00,27.2,2.7,234.6,
6/18/2012 0:00,30.2,5,262.9,
6/19/2012 0:00,29.3,6,282.1,41
6/20/2012 0:00,28.1,2.8,243.1,40
6/21/2012 0:00,29.6,3.9,144.9,55
6/22/2012 0:00,29.4,3.6,102.7,27
6/23/2012 0:00,29,2.5,111.7,20
6/24/2012 0:00,29.4,2,111.1,28
6/25/2012 0:00,29.9,2.7,111.4,33
6/26/2012 0:00,30,2,184.5,27
6/27/2012 0:00,30.2,2,165.4,32
6/28/2012 0:00,30.9,2.2,188.8,43
6/29/2012 0:00,31.6,4.2,306.5,60
6/30/2012 0:00,32.8,4.1,310.9,28
7/1/2012 0:00,31.1,2.9,153.4,34
7/2/2012 0:00,29.2,2.5,86.5,21
7/3/2012 0:00,26.8,3.2,238.9,40
7/4/2012 0:00,22.9,4.6,244.2,16
7/5/2012 0:00,24.9,5.2,263,12
7/6/2012 0:00,22.3,2.9,78.8,12
7/7/2012 0:00,22.5,2.7,74.3,9
7/8/2012 0:00,27.1,1.9,128.5,11
7/9/2012 0:00,27.3,3,106.2,21
7/10/2012 0:00,22.6,3.5,85.6,8
7/11/2012 0:00,24.4,3.9,94.7,13
7/12/2012 0:00,25.8,2.7,102.2,14
7/13/2012 0:00,27.1,2.8,93.5,19
7/14/2012 0:00,27.9,2.8,101.3,21
7/15/2012 0:00,28.5,3.2,107.6,19
7/16/2012 0:00,26.5,4.2,258.4,20
7/17/2012 0:00,25.5,3.5,277.5,12
7/18/2012 0:00,26.7,2.3,189.3,28
7/19/2012 0:00,27.1,3.8,94.4,13
7/20/2012 0:00,25,3.5,101.5,21
7/21/2012 0:00,24.3,2.1,24.5,20
7/22/2012 0:00,26.9,2.3,188.4,17
7/23/2012 0:00,26.1,2.6,208.1,19
7/24/2012 0:00,25.5,4,257.9,55
7/25/2012 0:00,23.7,3.5,269.3,14
7/26/2012 0:00,25,2.8,263.2,23
7/27/2012 0:00,25.5,4.5,108.1,13
7/28/2012 0:00,26,4.1,107.6,29
7/29/2012 0:00,26.8,3.6,124.8,18
7/30/2012 0:00,26.7,2.1,226.4,25
7/31/2012 0:00,27.6,3.3,239.1,17
8/1/2012 0:00,28.4,3.1,251.6,20
8/2/2012 0:00,29.2,4.1,265.5,18
8/3/2012 0:00,28,4,258.7,20
8/4/2012 0:00,28.4,2.1,269.8,18
8/5/2012 0:00,28.8,5.8,82.9,39
8/6/2012 0:00,29.4,3.1,84.4,25
8/7/2012 0:00,30.5,2.4,71.9,21
8/8/2012 0:00,30,3.9,73.3,18
8/9/2012 0:00,29.7,4.3,82,19
8/10/2012 0:00,29.4,4.3,83.5,27
8/11/2012 0:00,29.8,2.7,94.9,26
8/12/2012 0:00,29.8,2.1,65.3,31
8/13/2012 0:00,29.2,5,106.4,53
8/14/2012 0:00,28.8,2.8,354.7,31
8/15/2012 0:00,29.3,2.2,257.4,22
8/16/2012 0:00,25.5,4,235.2,34
8/17/2012 0:00,24.3,2.5,334.7,10
8/18/2012 0:00,23.7,2.6,240.7,13
8/19/2012 0:00,24.7,2.4,188,21
8/20/2012 0:00,26.5,2.1,185.2,22
8/21/2012 0:00,27.3,2.2,292.2,21
8/22/2012 0:00,27.1,3.9,68.4,20
8/23/2012 0:00,24.3,2.6,251.9,18
8/24/2012 0:00,24.5,4.7,272.6,11
8/25/2012 0:00,25.2,3.1,258.3,13
8/26/2012 0:00,24.1,2.4,24.1,18
8/27/2012 0:00,25.5,3.2,80.3,17
8/28/2012 0:00,25.4,3.6,81.7,24
8/29/2012 0:00,25.6,2.2,85.4,23
8/30/2012 0:00,25.6,1.6,149.1,24
8/31/2012 0:00,26.3,1.7,108.7,24
9/1/2012 0:00,27,2.2,69.8,28
9/2/2012 0:00,27.7,1.6,3.1,31
9/3/2012 0:00,27.5,3.2,243,41
9/4/2012 0:00,25.6,3.9,249.8,20
